id,context,instruction,display_tokens,answer_words,choices,difficulty,type,full_response
477,Did you try the new bakery this evening?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|bakery|closed|so|early,really|early|closed|surprised|so|bakery|the|that,medium,surprised_closed,I was surprised that the bakery closed so early.
478,What happened at the campus store?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|shop|closed|so|early,the|early|surprised|closed|that|really|today|shop|so,medium,surprised_closed,I was surprised that the shop closed so early.
479,Did you stop by the station pharmacy?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|pharmacy|closed|so|early,closed|so|that|pharmacy|really|surprised|early|the,medium,surprised_closed,I was surprised that the pharmacy closed so early.
480,How was the science center after work?,Make an appropriate sentence.,I was ____ ____ ____ ____ ____ ____ ____.,surprised|that|the|hall|closed|so|early,that|surprised|really|so|closed|the|hall|today|early,medium,surprised_closed,I was surprised that the hall closed so early.
481,I cannot find the paperwork for tomorrow's meeting.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|documents|are|being|stored,the|me|being|stored|documents|are|really|where,medium,tell_where,Can you tell me where the documents are being stored?
482,The old records are missing from the cabinet.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|files|are|being|kept,the|really|are|kept|files|me|being|where,medium,tell_where,Can you tell me where the files are being kept?
483,I need the travel forms before noon.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|forms|are|being|stored,me|being|stored|forms|really|where|the|are,medium,tell_where,Can you tell me where the forms are being stored?
484,The signed contracts are not on the shelf.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|contracts|are|being|kept,where|kept|contracts|the|are|being|really|me|today,medium,tell_where,Can you tell me where the contracts are being kept?
485,The museum labels are gone from the desk.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|cards|are|being|stored,stored|really|cards|where|the|me|are|being,medium,tell_where,Can you tell me where the cards are being stored?
486,The volunteer badges are missing again.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|badges|are|being|kept,are|being|where|badges|me|today|kept|the|really,medium,tell_where,Can you tell me where the badges are being kept?
487,I need the posters for the event.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|posters|are|being|stored,where|stored|posters|me|being|really|are|the,medium,tell_where,Can you tell me where the posters are being stored?
488,The printed maps are not in the drawer.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|maps|are|being|kept,really|me|the|kept|where|maps|being|are,medium,tell_where,Can you tell me where the maps are being kept?
489,The rental agreements are missing.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|papers|are|being|stored,papers|where|me|are|stored|the|being|really,medium,tell_where,Can you tell me where the papers are being stored?
490,The archive photos are not in this box.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|photos|are|being|kept,the|being|where|kept|me|really|photos|are,medium,tell_where,Can you tell me where the photos are being kept?
491,The class handouts were moved this morning.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|handouts|are|being|stored,me|handouts|the|being|where|today|stored|really|are,medium,tell_where,Can you tell me where the handouts are being stored?
492,The exam packets are not in the office.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|packets|are|being|kept,really|where|today|packets|kept|the|me|being|are,medium,tell_where,Can you tell me where the packets are being kept?
493,The workshop name tags disappeared.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|tags|are|being|stored,tags|are|today|the|really|me|being|where|stored,medium,tell_where,Can you tell me where the tags are being stored?
494,The extra tickets are missing from the booth.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|tickets|are|being|kept,today|the|tickets|are|where|really|me|kept|being,medium,tell_where,Can you tell me where the tickets are being kept?
495,The warranty forms are not in the binder.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|records|are|being|stored,being|today|records|are|the|me|really|where|stored,medium,tell_where,Can you tell me where the records are being stored?
496,The signed permission slips are gone.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|slips|are|being|kept,being|are|me|kept|slips|the|where|really,medium,tell_where,Can you tell me where the slips are being kept?
497,The guest lists are not at the front desk.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|lists|are|being|stored,me|where|the|stored|being|are|lists|really,medium,tell_where,Can you tell me where the lists are being stored?
498,The backup drives are missing again.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|drives|are|being|kept,where|the|drives|me|kept|being|are|today|really,medium,tell_where,Can you tell me where the drives are being kept?
499,The equipment manuals are nowhere on this shelf.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|manuals|are|being|stored,today|manuals|the|stored|really|me|where|are|being,medium,tell_where,Can you tell me where the manuals are being stored?
500,The old newsletters have been moved.,Make an appropriate sentence.,Can you tell ____ ____ ____ ____ ____ ____ ____?,me|where|the|copies|are|being|kept,kept|being|where|me|are|the|copies|really,medium,tell_where,Can you tell me where the copies are being kept?
